KODE APOTIK,Nama,Alamat,NPWP,NPPKP,PBF,SIPA,no_ijin,nama_apj,kode_petugas,delete_reason,Status,Latitude,Longitude,Kode Pos,Provinsi,Kabupaten,Kecamatan,Kelurahan,Kontak,validasi
Apt.Avikla,Apotek Avicena Klaseman,"Jl. Merak No.39, Mangunsari, Kec. Sidomukti, Kota Salatiga, Jawa Tengah 50721",,,,,,,,,active,-7.331035799,110.4933099,50721,JAWA TENGAH,KOTA SALATIGA,SIDOMUKTI,SALATIGA,,validated
Apt.AYU,Apotek Ayu,"Jl. Penggung - Jatinom No.01, RT.01/RW.03, Nglumbang, Karangan, Kec. Karanganom, Kabupaten Klaten, Jawa Tengah 57475",,,,,,,,,active,-7.650138009,110.6293035,57475,JAWA TENGAH,KABUPATEN KLATEN,KARANGANOM,"KAranganom, Klaten",81804599491,validated
Apt.AYUF,Apotek Ayu Farma,"Gg. Keriangi, Blorong, Ngunut, Kec. Jumantono, Kabupaten Karanganyar, Jawa Tengah 57782",,,,,,,,,active,-7.645837342,110.9717041,57782,JAWA TENGAH,,,KRA,,
Apt.B001,Apotek Budi Luhur,"Jl. St. Delanggu No.88, Gatak, Kec. Delanggu, Kabupaten Klaten, Jawa Tengah 57471",,,,,,,,,active,-7.621607474,110.7017176,57471,JAWA TENGAH,,,Delanggu,81393310303,
Apt.BBD,Apotek Babad,"Babat, Klaten,, Mojosawit, Kradenan, Kec. Trucuk, Kabupaten Klaten, Jawa Tengah 57467",,,,,,,,,active,-7.725841388,110.6747227,57467,JAWA TENGAH,KABUPATEN KLATEN,TRUCUK,KLT,8179459785,validated
Apt.BDFRM,Apotek Budi Farma,"Kacangan, RT.6/RW.1, Kacangan, Kec. Andong, Kabupaten Boyolali, Jawa Tengah 57384",,,,,,,,,active,-7.376092825,110.7709195,57384,JAWA TENGAH,,,Boyolali,82220856788,
Apt.BDRHJ,Apotek Budi Raharjo,"Sungkul, Plumbungan, Kec. Karangmalang, Kabupaten Sragen, Jawa Tengah 57222",,,,,,,,,active,-7.439864908,111.0356107,57222,JAWA TENGAH,,,Sragen,85725387273,
Apt.BDRJK,Apotek Budi Rejeki,"Pasar, Dusun II, Banaran, Kec. Sambungmacan, Kabupaten Sragen, Jawa Tengah 57253",,,,,,,,,active,-7.357536069,111.124983,57253,JAWA TENGAH,,,Sragen,0271 2064331,
APT.BDYN,Apotek Budiyani,"Cinet, Bulurejo, Kec. Gondangrejo, Kabupaten Karanganyar, Jawa Tengah 57188",,,,,,,,,active,-7.480884064,110.8097361,57188,JAWA TENGAH,,,"Gondangrejo, KRA",0271 2192800,
Apt.bedodo,Apotek Bedodo,"Jl. Pramuka No.15, Dusun II, Blimbing, Kec. Gatak, Kabupaten Sukoharjo, Jawa Tengah 57557",,,,,,,,,active,-7.592169025,110.7435888,57557,JAWA TENGAH,,,SUKOHARJO,,
Apt.BGSWRS,Apotek Bagas Waras,"Toroh, Sindurejo, Kec. Toroh, Kabupaten Grobogan, Jawa Tengah 58171",,,,,,,,,active,-7.163260568,110.9026396,58171,JAWA TENGAH,,,Sindurejo,081215825580 / 081578876466,
Apt.bhgkl,Apotek Bahagia,"Kios, Jl. Raya Ps. Pedan No.32, Polaharjo, Sobayan, Kec. Pedan, Kabupaten Klaten, Jawa Tengah 57468",,,,,,,,,active,-7.695944488,110.7018013,57468,JAWA TENGAH,KABUPATEN KLATEN,PEDAN,KLATEN,,validated
Apt.BHR,Apotek Bahari,"Jl. Perintis Kemerdekaan No.9A, Ngrandu, Nglorog, Kec. Sragen, Kabupaten Sragen, Jawa Tengah 57214",,,,,,,,,active,-7.421439447,111.0381352,57214,JAWA TENGAH,KABUPATEN SRAGEN,SRAGEN,Sragen,0271 894789,validated
APT.BHRK,"Apotek Bahari, Karanganyar","Jl. LAwu No. 72, KRA",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,KRA,0271 495411,
Apt.BK,Apotek Baki,"Jl. WR. Supratman No.20, Dusun I, Kadilangu, Kec. Baki, Kabupaten Sukoharjo, Jawa Tengah 57556",,,,,,,,,active,-7.60684666,110.7850834,57556,JAWA TENGAH,KABUPATEN SUKOHARJO,BAKI,Sukoharjo,87835652793,validated
Apt.BKHJ,"Apotek Berkah, Jatinom","Jl. Klaten - Jatinom No.km 4, RW.5, Dusun 2, Ngawen, Kec. Ngawen, Kabupaten Klaten, Jawa Tengah 57466",,,,,,,,,active,-7.662379686,110.5936015,57466,JAWA TENGAH,,,Klaten,85643231334,
Apt.BKTISH,Apotek Bakti Sehat,"Jalan, Satu, Dalangan, Tawangsari, Sukoharjo Regency, Central Java 57561",,,,,,,,,active,-7.718347689,110.8098448,57561,JAWA TENGAH,KABUPATEN SUKOHARJO,TAWANGSARI,Sukoharjo,0272 881120 / 085329003636,validated
Apt.BKTSHT,"Apotek Berkah Sehat, Polokarto","Jl. Sukoharjo Karanganyar, Godog, Polokarto, Padasan, Mranggen, Kec. Polokarto, Kabupaten Sukoharjo, Jawa Tengah 57555",,,,,,,,,active,-7.645683262,110.8893291,57555,JAWA TENGAH,,,"Bekonang, Suharjo",81567786381,
Apt.BLG,Apotek Balong,"Jalan Raya Sragen, Balong, Jenawi, Kabupaten ranganyar , Jawa Tengah 57794",,,,,,,,,active,-7.555071182,111.1233378,57794,JAWA TENGAH,KABUPATEN KARANGANYAR,JENAWI,KRA,85867032866,validated
Apt.BLKRJ,Apotek Bulak Rejo,"9R3J+X6J, Jl. Wonogiri - Sukoharjo, Bulakrejo, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57551",,,,,,,,,active,-7.645022694,110.8305006,57551,JAWA TENGAH,,,Sukoharjo,0271 7947506/08121537049,
Apt.BLN,Apotek Bulan,"Jalan Raya Delanggu - Juwiring No.KM.2, Dusun II, Bulan, Kec. Wonosari, Kabupaten Klaten, Jawa Tengah 57473",,,,,,,,,active,-7.634051069,110.7203986,57473,JAWA TENGAH,,,Klaten,81393103050,
Apt.BLP01,Apotek Balapan,"Jl. Letjen S. Parman No.92, Gilingan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57133",,,,,,,,,active,-7.556785792,110.8243992,57133,JAWA TENGAH,KABUPATEN SURAKARTA,BANJARSARI,Surakarta,(0271) 652480,validated
APT.BLWRT,Apotik Baluwarti,"VI Jl. Wirengan No.9, Baluwarti, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57144",,,,,,,,,active,-7.580062357,110.8279733,57144,JAWA TENGAH,KOTA SURAKARTA,PASAR KLIWON,SURAKARTA,0271 641578,validated
Apt.BMH,Apotek BMH (Berkah Mulya Husada),kr. pilang rt 7 rw 1 Jagoan Sambi,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,BOYOLALI,,
Apt.BMP01,Apotek Bima Putra,"Jl. Pemuda No.24, Kutorejo, Jetis, Kec. Sukoharjo, Kabupaten Sukoharjo, Jawa Tengah 57511",,,,,,,,,active,-7.680285795,110.8386002,57511,JAWA TENGAH,,,Sukoharjo,(0271) 592816,
Apt.BMS,Apotek BMS( Bangkit Mulia Sejahtera),"Jl. Raya Jatipurno, Jatipurno, Kec. Jatipurno, Kabupaten Wonogiri, Jawa Tengah 57693",,,,,,,,,active,-7.799061006,111.1341444,57693,JAWA TENGAH,,,WNG,87778654466,
Apt.bmsht,Apotek Bima Sehat,"Dusun II, Parangjoro, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah",,,,,,,,,active,-7.642952348,110.8009914,,JAWA TENGAH,,,SUKOHARJO,,
Apt.Bnd,Apotek Bendo Sragen,"JXJ9+C3P, Jalan Tanon, Bendo, Sukodono, Sragen Regency, Central Java 57263",,,,,,,,,active,-7.368903077,110.9676827,57263,JAWA TENGAH,,,SRAGEN,,
Apt.BND01,Apotek Bunda (CV Graha Bunda Multindo),"Jl. Yosodipuro No.146, Mangkubumen, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57139",,,,,,,,,active,-7.561070749,110.8093722,57139,JAWA TENGAH,,,Surakarta,(0271) 716336,
APT.BNDS,"APOTEK BUNDA, SIMO",JL. RAYA KACANGAN-SIMO,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,BYL,81283948911,
APT.BNDSM,"Apotek Bunda, Sragen","Jl. Letjen Sutoyo No.27, Dusun Kebayanan Krajoyok, Sragen Wetan, Kec. Sragen, Kabupaten Sragen, Jawa Tengah 57214",,,,,,,,,active,-7.420656578,111.0293477,57214,JAWA TENGAH,,,Sragen,0271 895097,
Apt.BNDSR,Apotek Bendo Sari,"Jl. R.A Serang, RT.01/RW.01, Dondong, Mulur, Kec. Bendosari, Kabupaten Sukoharjo, Jawa Tengah 57572",,,,,,,,,active,-7.697425512,110.8767991,57572,JAWA TENGAH,,,Sukoharjoi,0271 5815377,
Apt.BNG,Apotek Bening,"Jl. Yos Sudarso, Ngarjosari, Popongan, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57714",,,,,,,,,active,-7.604412904,110.9738505,57714,JAWA TENGAH,,,Karanganyar,85642064675,
Apt.bngk,Apotek Bening Kediri,"Jl. Masjid Al Huda Kelurahan No.39, Ngadirejo, Kec. Kota, Kota Kediri, Jawa Timur 64122",,,,,,,,,active,-7.813142137,112.0295834,64122,JAWA TENGAH,,,KEDIRI,,
Apt.BNHSM,Apotek Bani Hasyim,"Jl. Tunggorono Kav. I,Pucangan",,,,,,,,Tidak ditemukan,deleted,,,,JAWA TENGAH,,,KTS,0271 9123810,
Apt.BNR,Apotek Banaran,"Jl. Merapi No.61, Banaran, Kec. Grogol, Kota Surakarta, Jawa Tengah 57552",,,,,,,,,active,-7.572948976,110.792702,57552,JAWA TENGAH,KOTA SURAKARTA,GROGOL,SKH,"(0271) 2412653, 085642360004",validated
Apt.BNRNS,"Apotek Banaran Sehat, Kalijambe","Jl. Solo - Purwodadi No.Km. 15, Kebayanan I, Banaran, Kec. Kalijambe, Kabupaten Sragen, Jawa Tengah 57275",,,,,,,,,active,-7.433054562,110.8090691,57275,JAWA TENGAH,KABUPATEN SRAGEN,KALIJAMBE,SRAGEN,,validated
Apt.bnsh,Apotek Bina Sehat,"Jl. Raya Boyolali-Semarang, Pomah, Mojosongo, Kec. Mojosongo, Kabupaten Boyolali, Jawa Tengah 57322",,,,,,,,,active,-7.53748882,110.6326282,57322,JAWA TENGAH,,,Boyolali,,
Apt.BNTFRM,Apotek Bintang Farma,"Jl. Slamet Riyadi No. 77, SKH",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Sukoharjo,0271 591265,
Apt.BNTGFS,"Apotek Bintang Farma, SRG","Salam, Blimbing, Kec. Sambirejo, Kabupaten Sragen, Jawa Tengah 57293",,,,,,,,,active,-7.475376531,111.0811262,57293,JAWA TENGAH,,,Sragen,,
Apt.bntngb,Apotek Bintang Boyolali,"Karangjati, RT.001/RW.001, Kedunglengkong, Kec. Simo, Kabupaten Boyolali, Jawa Tengah 57377",,,,,,,,,active,-7.425911572,110.6889473,57377,JAWA TENGAH,,,BOYOLALI,,
Apt.BNTS,Apotek Brantas,"Jl. Lawu No.26, Beji, Bejen, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57714",,,,,,,,,active,-7.598022295,110.9547066,57714,JAWA TENGAH,,,KAranganyar,0271 495411,
APT.BNTSHS,"APOTEK BINTANG SEHAT, SUKOHARJO",JL.VETERAN BARAT 108,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,SUKOHARJO,592363,
Apt.BNTSHT,Apotek Bintang Sehat,"Jl. Raya Solo-Tawangmangu, Dusun V, Jaten, Kec. Jaten, Kabupaten Karanganyar, Jawa Tengah 57554",,,,,,,,,active,-7.57937905,110.9002923,57554,JAWA TENGAH,,,"Jaten, KRA",0271 2174842 / 085229904448,
Apt.brgn,Apotek BRINGIN,"Jl. P. Diponegoro No.104, Bringin, Kec. Bringin, Kabupaten Semarang, Jawa Tengah 50772",,,,,,,,,active,-7.253586172,110.5191927,50772,JAWA TENGAH,,,SALATIGA,,
Apt.BRHP,Apotek Barokah,"Jl. Dr. Rajiman No.666, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146",,,,,,,,,active,-7.567609075,110.7844102,57146,JAWA TENGAH,,,Solo,,
Apt.BRK,"Apotek Barokah, Klaten","Jl. Sersan Sadikin Jonggrangan, KLT",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Klaten Utara,,
Apt.BRK01,Apotek Berkah,Jl. Dr. Wahidin 3 A,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Solo,(0271) 731286,
Apt.BRKH,"Apotek Berkah, SKA","Jl. Dr. Wahidin 3A, SKA",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,0271 731286,
Apt.brkhby,Apotek Berkah Farma Boyolali,"Jalan Raya Boyolali Jatinom Km 01 Gumulan, RT.02 RW07, Kemiri, Kabupaten Boyolali, Jawa Tengah 57321",,,,,,,,,active,-7.549957409,110.6133537,57321,JAWA TENGAH,,,BOYOLALI,,
apt.BRKHF,Apotek Barokah FArma,"Jalan Sumeni, RT. 10/04 Ngablak Karangmalang Kroyo Sragen, Kedunggandu, Kroyo, Kec. Karangmalang, Kabupaten Sragen, Jawa Tengah 57221",,,,,,,,,active,-7.443902195,111.0219164,57221,JAWA TENGAH,,,Sragen,0271 803622,
Apt.brkhkr,Apotek Berkah KRA (WAHID AJI),Tuban Kidul rt 2 rw 5 Gondangrejo KRA,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,KARANGANYAR,,
Apt.brkhsl,"Apotek Berkah Sehat, Salatiga","Jl. Tingkir Raya No.11, Cebongan, Kec. Argomulyo, Kota Salatiga, Jawa Tengah 50732",,,,,,,,,active,-7.355100556,110.5146692,50732,JAWA TENGAH,,,SALATIGA,,
Apt.BRKHSN,Apotek Berkah Santoso,Jl. Kr.dowo-Daleman Tegalmojo 01/10,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Klaten,81215567744,
Apt.BRKHST,"Apotek Berkah Sehat, Ceper","Jl. Ceper, Sendono, Ceper, Kec. Ceper, Kabupaten Klaten, Jawa Tengah 57465",,,,,,,,,active,-7.668697187,110.6763413,57465,JAWA TENGAH,,,Klaten,81328811017,
Apt.BRKKDP,"Apotek Berkah, Kadipiro","Jl. Kerinci 1 No.1, Kadipiro, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57136",,,,,,,,,active,-7.53187075,110.8193805,57136,JAWA TENGAH,,,Surakarta,,
Apt.BRKN,Apotek Barakan," Jl. Raya Matesih-Tawangmangu, Blimbing, Karanglo, Kec. Tawangmangu, Kabupaten Karanganyar, Jawa Tengah 57792",,,,,,,,,active,-7.661772415,111.0818982,57992,JAWA TENGAH,KABUPATEN KARANGANYAR,TAWANGMANGU,KRA,0271 7044841/085321679410,validated
Apt.BRKS,"Apotek Barokah, Pucuk Sragen","Jalan, Dusun III, Gebang, Masaran, Sragen Regency, Central Java 57282",,,,,,,,,active,-7.490481196,110.9708939,57282,JAWA TENGAH,,,Sragen,85641929666,
Apt.BRKTCM,"Apotek Berkat,Cemani","Jl. Sidoluhur No.38, Ngruki, Cemani, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57522",,,,,,,,,active,-7.58937989,110.8151312,57522,JAWA TENGAH,,,SKH,( 0271 ) 7015588,
Apt.BRKTWN,"Apotek Berkat Sehat, Wonogiri","Kenteng, Ngadirojo Kidul, Kec. Ngadirojo, Kabupaten Wonogiri, Jawa Tengah 57681",,,,,,,,,active,-7.814257977,110.9953081,57681,JAWA TENGAH,,,Wonogiri,85728214277,
Apt.BRLAN,"Apotek Brilian, KTS","Jl. Diponegoro 72, KTS",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Kartasura,0271 7976090,
Apt.BRLNF,Apotek Berlian Farma,"Jl. Tentara Pelajar, Dusun 2, Mudal, Kec. Boyolali, Kabupaten Boyolali, Jawa Tengah 57316",,,,,,,,,active,-7.505594574,110.6165042,57316,JAWA TENGAH,,,Boyolali,85642480869,
APT.BRSM,Apotek Bersama,"JL. Kasunanan, Ngesrep, Ngemplak, Perum Primpkop AU Kaliwungu, Tegalrejo, Ngesrep, Kec. Ngemplak, Kabupaten Boyolali, Jawa Tengah 57375",,,,,,,,,active,-7.52268128,110.7467879,57375,JAWA TENGAH,,,Boyolali,0271 7894112,
Apt.brspwd,Apotek Bersama Purwodadi,"Gundi, Godong Grobogan",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,PURWODADI,,
Apt.BRTF,Apotek Barito,"Jl. Raya Nguter, Dusun I, Nguter, Kec. Nguter, Kabupaten Sukoharjo, Jawa Tengah 57571",,,,,,,,,active,-7.736702251,110.8730067,57571,JAWA TENGAH,,,Sukoharjo,(0271) 593775,
Apt.BSFRM,Apotek Basa Farma,"Jl. Kh. Maghribi No.38, Barang, Arjowinangun, Kec. Pacitan, Kabupaten Pacitan, Jawa Timur 63516",,,,,,,,,active,-8.197661646,111.1186127,63516,JAWA TENGAH,,,,82225234146,
Apt.BTHSHT,Apotek Butuh Sehat,"Jl. Randu Sari Kopen KM 3, BYL",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Boyolali,,
Apt.BWRS02,"Apotek Bagas Waras, SKA",Jl. Pandudewanata No. 87 Kartopuran,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,(0271) 643596,
Apt.BYAG01,Apotek Banyu Agung,Jl. Ki Mangun Sarkoro No. 44,,,,,,,,Tidak ditemukan,deleted,,,,JAWA TENGAH,,,Solo,(0271) 7075885,
APT.BYHSD,Apotek Baya Husada,"Jl. Merbabu No.4, Bayanan, Siswodipuran, Kec. Boyolali, Kabupaten Boyolali, Jawa Tengah 57311",,,,,,,,,active,-7.532553332,110.6000632,57311,JAWA TENGAH,,,Boyolali,(0276) 321421,
Apt.BYN,Apotek Bayan (Connie Soegiarti H),"Jl. Samudra Pasai No.22, Kadipiro, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57136",,,,,,,,,active,-7.539901233,110.8126337,57136,JAWA TENGAH,,,Surakarta,85879141920,
Apt.BYR,Apotek Banyuanyar,"Jl. Adi Sumarmo No.192,SKA",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,0271 722951,
Apt.BYRPN,Apotek Banyuripan,"Jl. Cawas - Bayat, Dusun I, Banyuripan, Kec. Bayat, Kabupaten Klaten, Jawa Tengah 57462",,,,,,,,,active,-7.78339155,110.6552719,57462,JAWA TENGAH,KABUPATEN KLATEN,BAYAT,Klaten,8563852852,validated
Apt.C24,Apotek C 24,Jl. Slamet Riyadi 102 A,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,,
Apt.CDR02,Apotek Cendrawasih,Jl. Arjuna Blok I no. 10 Grogol Indah,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Sukoharjo,(0271) 621125,
Apt.CHFW,"Apotek Cahaya FArma, Wonogiri","Nebra Lor, Giriwoyo, Kec. Giriwoyo, Kabupaten Wonogiri, Jawa Tengah 57675",,,,,,,,,active,-8.02957736,110.9383665,57675,JAWA TENGAH,,,Wonogiri,,
Apt.CHRN,Apotek Chorina,"Jl. Slamet Riyadi 131B, Joho",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Sukoharjo,,
APT.CHSHSK,"Apotek cahaya Sehat, Surakarta","Jl. Adi Sumarmo No.71, Nusukan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57135",,,,,,,,,active,-7.545549674,110.8170252,57135,JAWA TENGAH,,,Surakarta,0271-723685,
Apt.CHSHTN,"Apotek Cahaya Sehat, Nogosari","Pilangsari Wetan, Potronayan, Kec. Nogosari, Kabupaten Boyolali, Jawa Tengah 57378",,,,,,,,,active,-7.493335761,110.751052,57378,JAWA TENGAH,,,BYL,85642306732,
Apt.CHY01,Apotek Cahaya,"Tegalan, Bolopleret, Kec. Juwiring, Kabupaten Klaten, Jawa Tengah 57472",,,,,,,,,active,-7.665202551,110.7505747,57472,JAWA TENGAH,,,Juwiring Klaten,085 692 320 364,
Apt.chycem,Apotek Cahaya Cemani,"Jl. Batik Keris No.69, Jati, Cemani, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552",,,,,,,,,active,-7.578865663,110.8022824,57552,JAWA TENGAH,,,SUKOHARJO,,
Apt.CHYFK,"Apotek Cahaya FArma, PWD","Jl. Solo - Purwodadi No.Km No.5, Sukoharjo, Depok, Kec. Toroh, Kabupaten Grobogan, Jawa Tengah 58171",,,,,,,,,active,-7.129781194,110.9089085,58171,JAWA TENGAH,,,"Depok, Grobogan",,
Apt.CHYFRM,"Apotek Cahaya Farma, KTS","Jl. Slamet Riyadi No.12A, Dusun IV, Kartasura, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57169",,,,,,,,,active,-7.555811858,110.742849,57169,JAWA TENGAH,,,KTS,,
Apt.chysht,Apotek Cahaya Sehat 2 Ska,"Jl. Adi Sumarmo, Banyuanyar, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57137",,,,,,,,,active,-7.539627763,110.8059419,57137,JAWA TENGAH,,,SURAKARTA,0271-735005,
Apt.CHYSK,"Apotek Cahaya Sehat, KLT","Jl. Sersan Sadikin, Dusun 1, Mayungan, Kec. Ngawen, Kabupaten Klaten, Jawa Tengah 57466",,,,,,,,,active,-7.677216437,110.6150422,57466,JAWA TENGAH,,,Klaten,85789104353,
APT.CHYSRY,"APOTEK CAHAYA SURYA, KRA","JL. Raya Lawu No.KM 10,6, RT.002/RW.005, Perum Uns, Jati, Kec. Jaten, Kabupaten Karanganyar, Jawa Tengah 57731",,,,,,,,,active,-7.585076528,110.9137089,57731,JAWA TENGAH,,,Kra,0271 495665,
Apt.CKLSHT,Apotek Cikal Sehat,"Jl. Kapten Piere Tendean No.88B, Nusukan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57135",,,,,,,,,active,-7.546361639,110.8207834,57135,JAWA TENGAH,,,Surakarta,"0271 2099661,2099660",
Apt.ckrcpr,Apotek Cakra Farma,"Jl. Ceper - Besole Jl. Karangmojo, RT.01/RW.07, Sendono, Ceper, Kec. Ceper, Kabupaten Klaten, Jawa Tengah 57465",,,,,,,,,active,-7.673392601,110.6782228,57465,JAWA TENGAH,,,KLATEN,,
Apt.CLMD01,Apotek Colomadu,"Jl. Adi Sumarmo No.85, Nanasan, Malangjiwan, Kec. Colomadu, Kabupaten Karanganyar, Jawa Tengah 57177",,,,,,,,,active,-7.530552443,110.7477605,57177,,,,Karanganyar,(0271) 780134,
Apt.CLNFRM,Apotek Calen Farma,"Jl. Jend. Sudirman No.141, Gabusan, Jombor, Kec. Bendosari, Kabupaten Sukoharjo, Jawa Tengah 57521",,,,,,,,,active,-7.670448695,110.8382142,57521,JAWA TENGAH,,,SKH,0271 590161,
Apt.CLZFR,Apotek Clauza Farma,"Jl. Raya Karanggede - Kedungjati, Dusun I, Ketoyan, Kec. Wonosegoro, Kabupaten Boyolali, Jawa Tengah 57382",,,,,,,,,active,-7.313835844,110.6576798,57382,JAWA TENGAH,,,BOYOLALI,,
Apt.CM001,Apotek Cempaka Medika,Jl. Prof. Suharso No. 54,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,(0271) 736339,
Apt.CMN02,Apotek Cemani,Jl. Kademangan I no. 37 Cemani,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Sukoharjo,(0271) 720371,
Apt.CNDN,Apotek Cendana,"Lemah Miring, Paseban, Kec. Bayat, Kabupaten Klaten, Jawa Tengah 57462",,,,,,,,,active,-7.786186208,110.636494,57462,JAWA TENGAH,,,Klaten,085 729 561 061,
APT.CNTRFR,Apotek CENTRAL FARMA,"Jelimbang, Ngreco, Kec. Weru, Kabupaten Sukoharjo, Jawa Tengah 57562",,,,,,,,,active,-7.766478094,110.7592154,57562,JAWA TENGAH,,,SUKOHARJO,87835404788,
Apt.Cntsht,Apotek Cinta Sehat,"Jl. Bangak - Simo No.23, Kebayanan 3, Pelem, Kec. Simo, Kabupaten Boyolali, Jawa Tengah 57377",,,,,,,,,active,-7.44828287,110.6786601,57377,JAWA TENGAH,,,Boyolali,,
Apt.CPTSHT,Apotek Cipta Sehat,"Jl. Bromo Raya No.16, Banjarsari, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57136",,,,,,,,,active,-7.530893072,110.8268715,57136,JAWA TENGAH,,,Surakarta,0271 8006359,
Apt.CS01,Apotek Cahaya Sehat,"Pundungsari, Mranggen, Kec. Polokarto, Kabupaten Sukoharjo, Jawa Tengah 57513",,,,,,,,,active,-7.625679335,110.8940934,57513,JAWA TENGAH,,,Sukoharjo,85868305053,
APT.CSIF,Apotek Citra Srago Indah Farma,Perum Citra Srago Indah Farma No. R23,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Klaten,,
Apt.CSNHSD,Apotek Chusna Husada,"Jl. Kopral Sayom, Jetak Kidul, Karanganom, Kec. Klaten Utara, Kabupaten Klaten, Jawa Tengah 57438",,,,,,,,,active,-7.698261114,110.6123192,57438,JAWA TENGAH,,,Klaten,0272 327217,
Apt.CTFRM,Apotek Cito Farma,"Jl. TP. Joko Songo Geneng, KRA",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,KRA,85747442238,
Apt.CTRSHT,Apotek Catur Sehat,"Jl. Mayang/KTS GAtak, SKH",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,,,
APT.CWKFRM,APOTEK CUWIK FARMA," Jl. Gatot Subroto, RT.03/RW.07, Ngampel, Ploso, Kec. Pacitan, Kabupaten Pacitan, Jawa Timur 63515",,,,,,,,,active,-8.205709954,111.0950119,63515,JAWA TENGAH,,,PACITAN,85236769030,
Apt.DAF,Apotek Dwi Ananda Farma,Kios Ps. Kragunan No.320 Jogonalan,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Klaten,0272 328225,
Apt.DANP,"Apotek Diana, Palur","Asrama Brigif 6 No.6, Panjangrejo, Palur, Kec. Mojolaban, Kabupaten Sukoharjo, Jawa Tengah 57554",,,,,,,,,active,-7.570195498,110.8671344,57554,JAWA TENGAH,,,Sukoharjo,87888776223,
Apt.DBLF,Apotek Dibal FArma,"Belik RT.01/08, Dibal, Ngemplak, Ngasinan, Dibal, Kec. Ngemplak, Kabupaten Boyolali, Jawa Tengah 57375",,,,,,,,,active,-7.510548697,110.7776683,57375,JAWA TENGAH,,,BYL,0271 7034904,
apt.dcm,Apotek DC Medika,"Jl. Raya Lawu Km. 17, RT/RW. 02/13, Tegalwinangun, Temu Ireng, Tegalgede, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57714",,,,,,,,,active,-7.60376687,110.9710526,57714,JAWA TENGAH,,,kra,,
Apt.ddmr,Apotek Dadi MAri,"Langenharjo, RT.04/RW.02, Dusun II, Grogol, Kec. Sukoharjo, Kabupaten Sukoharjo, Jawa Tengah 57552",,,,,,,,,active,-7.614129141,110.8124024,57552,JAWA TENGAH,,,SUKOHARJO,,
Apt.DDSHT,Apotek Dadi Sehat,"Jl. PArang Kusumo Ruko A1, Gentan",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,"BAki, Sukoharjo",81802500726,
Apt.DDWRS,Apotek DAdi Waras,"Kalangan,Sobayan,Pedan,Klaten",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Klaten,,
